year,video_count,keyword,source,video_count_lg1,ch_category,time
2016,0.0,_바이오,t,0.0,화장품,2016-01-01
2017,0.0,_바이오,t,0.0,화장품,2017-01-01
2018,3.0,_바이오,t,0.0,화장품,2018-01-01
2019,146.0,_바이오,t,3.0,화장품,2019-01-01
2020,211.0,_바이오,t,146.0,화장품,2020-01-01
2021,77.0,_바이오,t,211.0,화장품,2021-01-01
2007,0.0,_크림,t,,화장품,2007-01-01
2008,0.0,_크림,t,0.0,화장품,2008-01-01
2009,0.0,_크림,t,0.0,화장품,2009-01-01
2010,0.0,_크림,t,0.0,화장품,2010-01-01
2011,2.0,_크림,t,0.0,화장품,2011-01-01
2012,3.0,_크림,t,2.0,화장품,2012-01-01
2013,9.0,_크림,t,3.0,화장품,2013-01-01
2014,12.0,_크림,t,9.0,화장품,2014-01-01
2015,14.0,_크림,t,12.0,화장품,2015-01-01
2016,52.0,_크림,t,14.0,화장품,2016-01-01
2017,81.0,_크림,t,52.0,화장품,2017-01-01
2018,111.0,_크림,t,81.0,화장품,2018-01-01
2019,147.0,_크림,t,111.0,화장품,2019-01-01
2020,140.0,_크림,t,147.0,화장품,2020-01-01
2021,27.0,_크림,t,140.0,화장품,2021-01-01
2007,0.0,_컬러,t,,화장품,2007-01-01
2008,0.0,_컬러,t,0.0,화장품,2008-01-01
2009,0.0,_컬러,t,0.0,화장품,2009-01-01
2010,0.0,_컬러,t,0.0,화장품,2010-01-01
2011,0.0,_컬러,t,0.0,화장품,2011-01-01
2012,0.0,_컬러,t,0.0,화장품,2012-01-01
2013,2.0,_컬러,t,0.0,화장품,2013-01-01
2014,5.0,_컬러,t,2.0,화장품,2014-01-01
2015,5.0,_컬러,t,5.0,화장품,2015-01-01
2016,38.0,_컬러,t,5.0,화장품,2016-01-01
2017,111.0,_컬러,t,38.0,화장품,2017-01-01
2018,86.0,_컬러,t,111.0,화장품,2018-01-01
2019,95.0,_컬러,t,86.0,화장품,2019-01-01
2020,76.0,_컬러,t,95.0,화장품,2020-01-01
2021,6.0,_컬러,t,76.0,화장품,2021-01-01
2007,0.0,_여드름,t,,화장품,2007-01-01
2008,0.0,_여드름,t,0.0,화장품,2008-01-01
2009,0.0,_여드름,t,0.0,화장품,2009-01-01
2010,0.0,_여드름,t,0.0,화장품,2010-01-01
2011,0.0,_여드름,t,0.0,화장품,2011-01-01
2012,0.0,_여드름,t,0.0,화장품,2012-01-01
2013,0.0,_여드름,t,0.0,화장품,2013-01-01
2014,1.0,_여드름,t,0.0,화장품,2014-01-01
2015,2.0,_여드름,t,1.0,화장품,2015-01-01
2016,63.0,_여드름,t,2.0,화장품,2016-01-01
2017,77.0,_여드름,t,63.0,화장품,2017-01-01
2018,66.0,_여드름,t,77.0,화장품,2018-01-01
2019,65.0,_여드름,t,66.0,화장품,2019-01-01
2020,85.0,_여드름,t,65.0,화장품,2020-01-01
2021,4.0,_여드름,t,85.0,화장품,2021-01-01
2007,0.0,_틴트,t,,화장품,2007-01-01
2008,0.0,_틴트,t,0.0,화장품,2008-01-01
2009,0.0,_틴트,t,0.0,화장품,2009-01-01
2010,0.0,_틴트,t,0.0,화장품,2010-01-01
2011,0.0,_틴트,t,0.0,화장품,2011-01-01
2012,0.0,_틴트,t,0.0,화장품,2012-01-01
2013,3.0,_틴트,t,0.0,화장품,2013-01-01
2014,2.0,_틴트,t,3.0,화장품,2014-01-01
2015,9.0,_틴트,t,2.0,화장품,2015-01-01
2016,25.0,_틴트,t,9.0,화장품,2016-01-01
2017,53.0,_틴트,t,25.0,화장품,2017-01-01
2018,82.0,_틴트,t,53.0,화장품,2018-01-01
2019,122.0,_틴트,t,82.0,화장품,2019-01-01
2020,57.0,_틴트,t,122.0,화장품,2020-01-01
2021,4.0,_틴트,t,57.0,화장품,2021-01-01
2007,0.0,_제거,t,,화장품,2007-01-01
2008,0.0,_제거,t,0.0,화장품,2008-01-01
2009,0.0,_제거,t,0.0,화장품,2009-01-01
2010,0.0,_제거,t,0.0,화장품,2010-01-01
2011,0.0,_제거,t,0.0,화장품,2011-01-01
2012,1.0,_제거,t,0.0,화장품,2012-01-01
2013,1.0,_제거,t,1.0,화장품,2013-01-01
2014,1.0,_제거,t,1.0,화장품,2014-01-01
2015,1.0,_제거,t,1.0,화장품,2015-01-01
2016,11.0,_제거,t,1.0,화장품,2016-01-01
2017,17.0,_제거,t,11.0,화장품,2017-01-01
2018,15.0,_제거,t,17.0,화장품,2018-01-01
2019,61.0,_제거,t,15.0,화장품,2019-01-01
2020,113.0,_제거,t,61.0,화장품,2020-01-01
2021,15.0,_제거,t,113.0,화장품,2021-01-01
2007,0.0,_파운데이션,t,,화장품,2007-01-01
2008,0.0,_파운데이션,t,0.0,화장품,2008-01-01
2009,0.0,_파운데이션,t,0.0,화장품,2009-01-01
2010,0.0,_파운데이션,t,0.0,화장품,2010-01-01
2011,2.0,_파운데이션,t,0.0,화장품,2011-01-01
2012,1.0,_파운데이션,t,2.0,화장품,2012-01-01
2013,0.0,_파운데이션,t,1.0,화장품,2013-01-01
2014,2.0,_파운데이션,t,0.0,화장품,2014-01-01
2015,2.0,_파운데이션,t,2.0,화장품,2015-01-01
2016,21.0,_파운데이션,t,2.0,화장품,2016-01-01
2017,33.0,_파운데이션,t,21.0,화장품,2017-01-01
2018,62.0,_파운데이션,t,33.0,화장품,2018-01-01
2019,64.0,_파운데이션,t,62.0,화장품,2019-01-01
2020,50.0,_파운데이션,t,64.0,화장품,2020-01-01
2021,1.0,_파운데이션,t,50.0,화장품,2021-01-01
2007,0.0,_클렌징,t,,화장품,2007-01-01
2008,0.0,_클렌징,t,0.0,화장품,2008-01-01
2009,0.0,_클렌징,t,0.0,화장품,2009-01-01
2010,0.0,_클렌징,t,0.0,화장품,2010-01-01
2011,0.0,_클렌징,t,0.0,화장품,2011-01-01
2012,0.0,_클렌징,t,0.0,화장품,2012-01-01
2013,0.0,_클렌징,t,0.0,화장품,2013-01-01
2014,1.0,_클렌징,t,0.0,화장품,2014-01-01
2015,1.0,_클렌징,t,1.0,화장품,2015-01-01
2016,19.0,_클렌징,t,1.0,화장품,2016-01-01
2017,31.0,_클렌징,t,19.0,화장품,2017-01-01
2018,33.0,_클렌징,t,31.0,화장품,2018-01-01
2019,65.0,_클렌징,t,33.0,화장품,2019-01-01
2020,62.0,_클렌징,t,65.0,화장품,2020-01-01
2021,16.0,_클렌징,t,62.0,화장품,2021-01-01
2007,0.0,_빨강,t,,화장품,2007-01-01
2008,0.0,_빨강,t,0.0,화장품,2008-01-01
2009,0.0,_빨강,t,0.0,화장품,2009-01-01
2010,0.0,_빨강,t,0.0,화장품,2010-01-01
2011,0.0,_빨강,t,0.0,화장품,2011-01-01
2012,0.0,_빨강,t,0.0,화장품,2012-01-01
2013,0.0,_빨강,t,0.0,화장품,2013-01-01
2014,0.0,_빨강,t,0.0,화장품,2014-01-01
2015,0.0,_빨강,t,0.0,화장품,2015-01-01
2016,1.0,_빨강,t,0.0,화장품,2016-01-01
2017,0.0,_빨강,t,1.0,화장품,2017-01-01
2018,0.0,_빨강,t,0.0,화장품,2018-01-01
2019,1.0,_빨강,t,0.0,화장품,2019-01-01
2020,176.0,_빨강,t,1.0,화장품,2020-01-01
2021,70.0,_빨강,t,176.0,화장품,2021-01-01
2007,0.0,_가을,t,,화장품,2007-01-01
2008,0.0,_가을,t,0.0,화장품,2008-01-01
2009,0.0,_가을,t,0.0,화장품,2009-01-01
2010,0.0,_가을,t,0.0,화장품,2010-01-01
2011,0.0,_가을,t,0.0,화장품,2011-01-01
2012,0.0,_가을,t,0.0,화장품,2012-01-01
2013,0.0,_가을,t,0.0,화장품,2013-01-01
2014,4.0,_가을,t,0.0,화장품,2014-01-01
2015,7.0,_가을,t,4.0,화장품,2015-01-01
2016,18.0,_가을,t,7.0,화장품,2016-01-01
2017,29.0,_가을,t,18.0,화장품,2017-01-01
2018,56.0,_가을,t,29.0,화장품,2018-01-01
2019,73.0,_가을,t,56.0,화장품,2019-01-01
2020,57.0,_가을,t,73.0,화장품,2020-01-01
2021,1.0,_가을,t,57.0,화장품,2021-01-01
2007,0.0,_섀도우,t,,화장품,2007-01-01
2008,0.0,_섀도우,t,0.0,화장품,2008-01-01
2009,0.0,_섀도우,t,0.0,화장품,2009-01-01
2010,0.0,_섀도우,t,0.0,화장품,2010-01-01
2011,0.0,_섀도우,t,0.0,화장품,2011-01-01
2012,0.0,_섀도우,t,0.0,화장품,2012-01-01
2013,1.0,_섀도우,t,0.0,화장품,2013-01-01
2014,3.0,_섀도우,t,1.0,화장품,2014-01-01
2015,8.0,_섀도우,t,3.0,화장품,2015-01-01
2016,24.0,_섀도우,t,8.0,화장품,2016-01-01
2017,60.0,_섀도우,t,24.0,화장품,2017-01-01
2018,43.0,_섀도우,t,60.0,화장품,2018-01-01
2019,38.0,_섀도우,t,43.0,화장품,2019-01-01
2020,23.0,_섀도우,t,38.0,화장품,2020-01-01
2021,5.0,_섀도우,t,23.0,화장품,2021-01-01
2007,0.0,_파우더,t,,화장품,2007-01-01
2008,0.0,_파우더,t,0.0,화장품,2008-01-01
2009,0.0,_파우더,t,0.0,화장품,2009-01-01
2010,0.0,_파우더,t,0.0,화장품,2010-01-01
2011,0.0,_파우더,t,0.0,화장품,2011-01-01
2012,1.0,_파우더,t,0.0,화장품,2012-01-01
2013,0.0,_파우더,t,1.0,화장품,2013-01-01
2014,0.0,_파우더,t,0.0,화장품,2014-01-01
2015,3.0,_파우더,t,0.0,화장품,2015-01-01
2016,24.0,_파우더,t,3.0,화장품,2016-01-01
2017,41.0,_파우더,t,24.0,화장품,2017-01-01
2018,34.0,_파우더,t,41.0,화장품,2018-01-01
2019,24.0,_파우더,t,34.0,화장품,2019-01-01
2020,27.0,_파우더,t,24.0,화장품,2020-01-01
2021,2.0,_파우더,t,27.0,화장품,2021-01-01
2007,0.0,_립스틱,t,,화장품,2007-01-01
2008,0.0,_립스틱,t,0.0,화장품,2008-01-01
2009,0.0,_립스틱,t,0.0,화장품,2009-01-01
2010,0.0,_립스틱,t,0.0,화장품,2010-01-01
2011,1.0,_립스틱,t,0.0,화장품,2011-01-01
2012,0.0,_립스틱,t,1.0,화장품,2012-01-01
2013,3.0,_립스틱,t,0.0,화장품,2013-01-01
2014,4.0,_립스틱,t,3.0,화장품,2014-01-01
2015,2.0,_립스틱,t,4.0,화장품,2015-01-01
2016,26.0,_립스틱,t,2.0,화장품,2016-01-01
2017,32.0,_립스틱,t,26.0,화장품,2017-01-01
2018,34.0,_립스틱,t,32.0,화장품,2018-01-01
2019,55.0,_립스틱,t,34.0,화장품,2019-01-01
2020,29.0,_립스틱,t,55.0,화장품,2020-01-01
2021,4.0,_립스틱,t,29.0,화장품,2021-01-01
2007,0.0,_코로나,t,,화장품,2007-01-01
2008,0.0,_코로나,t,0.0,화장품,2008-01-01
2009,0.0,_코로나,t,0.0,화장품,2009-01-01
2010,0.0,_코로나,t,0.0,화장품,2010-01-01
2011,0.0,_코로나,t,0.0,화장품,2011-01-01
2012,0.0,_코로나,t,0.0,화장품,2012-01-01
2013,0.0,_코로나,t,0.0,화장품,2013-01-01
2014,0.0,_코로나,t,0.0,화장품,2014-01-01
2015,0.0,_코로나,t,0.0,화장품,2015-01-01
2016,0.0,_코로나,t,0.0,화장품,2016-01-01
2017,0.0,_코로나,t,0.0,화장품,2017-01-01
2018,0.0,_코로나,t,0.0,화장품,2018-01-01
2019,0.0,_코로나,t,0.0,화장품,2019-01-01
2020,161.0,_코로나,t,0.0,화장품,2020-01-01
2021,23.0,_코로나,t,161.0,화장품,2021-01-01
2007,0.0,_성분,t,,화장품,2007-01-01
2008,0.0,_성분,t,0.0,화장품,2008-01-01
2009,0.0,_성분,t,0.0,화장품,2009-01-01
2010,0.0,_성분,t,0.0,화장품,2010-01-01
2011,0.0,_성분,t,0.0,화장품,2011-01-01
2012,0.0,_성분,t,0.0,화장품,2012-01-01
2013,0.0,_성분,t,0.0,화장품,2013-01-01
2014,0.0,_성분,t,0.0,화장품,2014-01-01
2015,0.0,_성분,t,0.0,화장품,2015-01-01
2016,23.0,_성분,t,0.0,화장품,2016-01-01
2017,46.0,_성분,t,23.0,화장품,2017-01-01
2018,26.0,_성분,t,46.0,화장품,2018-01-01
2019,42.0,_성분,t,26.0,화장품,2019-01-01
2020,39.0,_성분,t,42.0,화장품,2020-01-01
2021,7.0,_성분,t,39.0,화장품,2021-01-01
